1;1.0326163382011386;1;1.0159583460665687;1;1.0078948459609032;1;1.0039267150113125;1;1.0019582262108966;1;1.000977835931287;1;1.0004885993744506;1;1.0002442201269182;1;1.0001220901843502;1;1.0000610401237584;1;1.0000305188197178;1;1.000015259099482;1;1.0000076294721387
1;1.0682511409961806;1;1.0326163382011386;1;1.0159583460665687;1;1.0078948459609032;1;1.0039267150113125;1;1.0019582262108966;1;1.000977835931287;1;1.0004885993744506;1;1.0002442201269182;1;1.0001220901843502;1;1.0000610401237584;1;1.0000305188197178;1;1.000015259099482
1;0.7121674273307871;1;0.6884108921340925;1;0.6773055640443791;1;0.6719298973072688;1;0.6692844766742083;1;1.0029411821201017;1;1.0014677110741574;1;1.0007331379173992;1;1.0003663898497326;1;1.0001831501844973;1;1.000091563911704;1;1.0000457791605797;1;1.0000228888820137
1;1.1507282898071234;1;1.0682511409961806;1;1.0326163382011386;1;1.0159583460665687;1;1.0078948459609032;1;1.0039267150113125;1;1.0019582262108966;1;1.000977835931287;1;1.0004885993744506;1;1.0002442201269182;1;1.0001220901843502;1;1.0000610401237584;1;1.0000305188197178
1;1.1990190382125143;1;1.0873538354905434;1;1.0412241850105908;1;1.0200552588083143;1;1.0098946738062629;1;1.0049148363084464;1;1.002449382753937;1;1.0012226935916293;1;1.0006108487230247;1;1.0003053000143258;1;1.000152618941764;1;1.0000763017065795;1;1.0000381489125787
1;0.7671521932047489;1;0.7121674273307871;1;1.0500274433413601;1;1.0241966759756942;1;1.011905135672152;1;1.0059055575075988;1;1.0029411821201017;1;1.0014677110741574;1;1.0007331379173992;1;1.0003663898497326;1;1.0001831501844973;1;1.000091563911704;1;1.0000457791605797
1;0.8564421701517959;1;0.9492085247005465;1;1.0590337419439693;1;1.028383420761163;1;1.013926327400403;1;1.00689889017768;1;1.0034336257306626;1;1.001712888555108;1;1.000855466979597;1;1.000427489635454;1;1.0002136839127214;1;1.0001068267370814;1;1.000053409565784
1;1.1507282898071236;1;0.9874403117261032;1;0.9266545242009732;1;1.0326163382011386;1;1.0159583460665687;1;1.0078948459609032;1;1.0039267150113125;1;1.0019582262108966;1;1.000977835931287;1;1.0004885993744506;1;1.0002442201269182;1;1.0001220901843502;1;1.0000610401237584
1;1.0228695909396655;1;1.0228695909396652;1;0.9495565697743827;1;0.9178811895121233;1;0.9030740853925054;1;0.8959065297430251;1;0.8923793022322778;1;1.0022037242182071;1;1.0011002447946489;1;1.000549719069361;1;1.0002747588273038;1;1.0001373542527474;1;1.0000686708384996
1;1.3226857170951487;1;1.0567733979858458;1;0.9699193480140856;1;0.933206666343523;1;0.9162011610005834;1;1.0098946738062629;1;1.0049148363084464;1;1.002449382753937;1;1.0012226935916293;1;1.0006108487230247;1;1.0003053000143258;1;1.000152618941764;1;1.0000763017065795
